Transaction_ID,Transaction_Date,Customer_Name,City,Account_Type,Transaction_Type,Channel,Status,Amount,Fee,Balance,Credit_Score,Customer_Age,Risk_Score,Email
5027,2026-01-04,Amy Huffman,DALLAS ,CHECKING ,Deposit,Mobile,completed ,,10.0,31830.57,691.0,26,0.8,katrinaprince@example.org
5028,2025-12-15,  EVELYN OWEN  , new york,Loan,payment ,mobile ,completed ,8645.67,10.0,34969.54,773.0,46,0.31,meredithsmith@example.com
5029,2026-01-08,Crystal Chapman,DALLAS ,Savings,Fee,mobile ,completed ,3756.74,15.0,6507.25,588.0,50,0.67,cclark@example.net
5030,2025-08-24,Tina Ortiz,Seattle,Checking,payment ,Mobile,Pending,12925.89,2.5,13329.98,646.0,61,0.34,amber58@example.com
5031,2025-03-24,Anna Norris,DALLAS ,Checking,Withdrawal,mobile ,completed ,5760.95,0.0,35467.75,552.0,47,0.45,bcarlson@example.net
5032,2025-04-15,Samantha Morrison, new york,Loan,Deposit,Online,Pending,14142.56,0.0,,734.0,55,0.74,larrywhitehead@example.net
5033,11/19/2025,Aaron Munoz,Chicago,Loan,Withdrawal,ATM,completed ,,5.0,1834.84,721.0,58,0.58,gbennett@example.org
5034,2025-08-07,Melissa Dunn,New York,Credit,Transfer,mobile ,Pending,3802.77,0.0,23780.19,796.0,24,0.95,john49@example.org
5035,2025-05-29,Brandon Gross,New York,Checking,Withdrawal,mobile ,Completed,7116.58,0.0,28416.49,631.0,50,0.69,jennifer33@example.org
5036,2026-01-20,Lori Dixon,Seattle,Credit,Fee,Mobile,Failed,10168.28,2.5,20134.39,621.0,25,0.6,riversjulia@example.net
5037,2026-01-14,  MELISSA BELL  , new york, savings,Transfer,mobile ,Failed,9931.28,0.0,25545.06,694.0,21,0.82,rhonda08@example.com
5038,03/21/2025,Brenda Davis,Chicago, savings,Fee,Mobile,completed ,11625.26,2.5,22060.94,823.0,38,0.37,pchapman@example.net
5039,2025-08-09,Chris Kim,DALLAS ,Credit,Withdrawal,Branch,completed ,7326.06,0.0,39992.7,694.0,38,0.85,laura13@example.net
5040,03/10/2026,James Hale,Chicago,CHECKING ,payment ,BRANCH,completed ,7375.05,15.0,1353.54,670.0,35,0.44,andrehuff@example.org
5041,2025-04-22,Ian Pearson,Seattle,Credit,Payment,ATM,Completed,3789.77,0.0,36203.57,681.0,28,0.73,dustinhill@example.org
5042,2025-08-31,Angela Mathews,Seattle,Checking,Payment,ATM,completed ,3431.56,0.0,15462.25,793.0,29,0.33,xvelasquez@example.org
5043,2025-08-05,  MRS. AMANDA CONLEY MD  ,Dallas,Loan,Transfer,Mobile,PENDING,5127.07,0.0,12997.68,764.0,28,0.8,
5044,2025-04-22,Nicholas Henry,DALLAS ,Loan,Fee,Branch,Pending,8952.0,5.0,11671.51,787.0,45,0.48,hernandezbrian@example.net
5045,2025-11-25,Tasha Long, new york,Credit,payment ,Branch,Failed,1240.78,0.0,9103.77,558.0,31,0.1,smithwilliam@example.org
5046,2025-09-14,Judith Thompson,Chicago,CHECKING ,Fee,Online,Completed,9926.22,0.0,21544.38,798.0,35,0.65,cardenasmichael@example
5047,03/02/2026,  JEFFREY MCCORMICK  ,DALLAS ,Loan,payment ,mobile ,PENDING,4578.77,2.5,47162.47,776.0,55,0.52,millershannon@example.org
5048,2026-01-18,Tim Kelley,Atlanta,Savings,payment ,ATM,Failed,12325.78,5.0,2491.47,609.0,51,0.54,katrina13@example.com
5049,2025-04-14,Joseph Galvan,DALLAS ,CHECKING ,Deposit,mobile ,Completed,12869.55,0.0,20876.43,773.0,39,0.66,ccooper@example.org
5050,2026-02-22,David Harris,New York,CHECKING ,Fee,Mobile,PENDING,6943.1,0.0,9785.34,705.0,60,0.74,shannon49@example.org
5051,2025-10-22,  CYNTHIA BANKS  , new york,Checking,payment ,ATM,completed ,2396.71,5.0,1176.89,728.0,26,0.29,zfranklin@example.org
5052,2025-06-12,Allison Pineda,DALLAS ,Loan,Transfer,Mobile,Failed,3674.87,5.0,7659.78,617.0,59,0.53,barbara20@example.com
5053,2025-07-05,Brandon Davidson,Dallas,CHECKING ,Payment,mobile ,completed ,12566.2,5.0,49945.67,770.0,30,0.48,carlos40@example.net
5054,2026-01-22,William Young,New York,Checking,Transfer,Online,Completed,678.62,10.0,23912.32,715.0,45,0.94,mullinschristopher@example.net
5055,2025-10-18,Amanda Eaton,Atlanta, savings,Transfer,ATM,completed ,254.83,0.0,20793.94,599.0,25,0.5,ilopez@example.com
5056,2025-06-15,  LOGAN HARRIS  ,New York, savings,Deposit,ATM,Completed,9271.46,0.0,31742.47,667.0,35,0.73,yberry@example.org
5057,06/02/2025,Justin Thomas,Dallas,Credit,Payment,Online,Failed,5638.25,0.0,12587.77,730.0,57,0.68,ronaldlynch@example.net
5058,12/27/2025,Darren Edwards,Chicago,Loan,Payment,Branch,completed ,10010.94,15.0,23530.04,667.0,64,0.56,gloriamcdaniel@example.com
5059,2025-08-02,Susan Drake,Seattle,Loan,Deposit,BRANCH,completed ,3577.16,5.0,18268.48,671.0,65,0.35,sfreeman@example.net
5060,2025-12-17,Joel Johnson,DALLAS ,Credit,Withdrawal,Online,Completed,9115.8,0.0,11340.72,,60,0.31,mooredonna@example.org
5061,09/06/2025,Emily Johnson,DALLAS , savings,Payment,Online,Failed,10992.09,0.0,45526.58,687.0,68,0.45,rebeccahudson@example.com
5062,2025-08-29,Brandon Vaughan,New York,CHECKING ,Payment,ATM,PENDING,12068.38,2.5,48163.22,592.0,69,0.92,jeffreywhitney@example.org
5063,2025-11-18,  DARLENE ARNOLD  ,Dallas,Savings,Transfer,BRANCH,Completed,5544.57,10.0,33780.87,819.0,45,0.8,
5064,05/24/2025,Thomas Hampton, new york,CHECKING ,Transfer,BRANCH,PENDING,13643.08,0.0,32637.35,579.0,29,0.14,woodsandrea@example
5065,2026-01-05,Dr. Colleen Hall, new york,Loan,Fee,ATM,PENDING,11140.48,0.0,44327.98,570.0,52,0.62,sdiaz@example.com
5066,09/25/2025,Alexander Jones,Dallas,CHECKING ,Payment,Mobile,PENDING,931.74,0.0,9895.52,582.0,50,0.18,
5067,2025-07-03,  CHARLES WARREN  ,New York,Checking,Fee,ATM,Pending,3258.87,15.0,12033.43,,59,0.1,ocalderon@example.net
5068,04/08/2025,Denise Roberts, new york, savings,Payment,BRANCH,PENDING,261.32,0.0,3093.75,735.0,54,0.2,daniel88@example.com
5069,06/09/2025,Autumn Martin,Seattle,Credit,Transfer,BRANCH,PENDING,9659.03,0.0,3510.86,765.0,46,0.46,sheparddonna@example.org
5070,12/28/2025,Daniel Vargas,Atlanta, savings,payment ,Branch,completed ,4894.65,5.0,26762.56,752.0,53,0.61,brandy04@example.com
5071,2025-10-15,Bryan Hughes, new york,Credit,Transfer,ATM,Pending,5995.98,10.0,5206.75,738.0,41,0.67,charleslam@example.net
5072,2025-06-04,Anna Nielsen,Seattle, savings,Deposit,mobile ,Pending,8807.31,5.0,28303.33,582.0,47,0.4,watkins@example.org
5073,2025-09-27,Taylor Murphy,Seattle,Checking,payment ,Mobile,PENDING,7245.79,15.0,5856.81,804.0,44,0.2,carolritter@example.net
5074,11/10/2025,  AMANDA WOOD  ,Seattle,CHECKING ,payment ,Branch,completed ,4030.03,0.0,14026.88,678.0,42,0.4,kyliepearson@example.net
5075,2026-01-08,Melissa Young,Atlanta,Loan,Transfer,Online,PENDING,,0.0,15926.05,686.0,70,0.9,emiller@example
5076,2025-10-01,Brianna Long,Dallas,Loan,Transfer,ATM,Pending,4115.67,15.0,25861.14,696.0,48,0.19,robersonamber@example.org
5077,2025-09-19,Tammy Herrera,Atlanta,Checking,Payment,Mobile,completed ,4359.47,0.0,882.63,740.0,32,0.21,brian48@example.net
5078,2025-12-27,Ashley Bray,Atlanta,Savings,Payment,Mobile,Pending,8646.99,5.0,20518.93,847.0,47,0.35,chambersdonna@example
5079,2026-02-17,William Jones, new york,Loan,Fee,BRANCH,Pending,6021.74,0.0,20090.45,678.0,68,0.39,hromero@example.org
5080,05/24/2025,Heather Jimenez,Seattle,Checking,Deposit,BRANCH,PENDING,2218.0,0.0,9088.2,598.0,69,0.75,stephenjackson@example.net
5081,2025-05-25,  DUSTIN BAKER  ,New York,Credit,payment ,BRANCH,Completed,4759.18,2.5,3880.17,746.0,61,0.36,michaelfranklin@example.com
5082,2025-12-25,Christopher Stone,DALLAS , savings,Fee,ATM,Completed,7618.34,2.5,29226.31,541.0,49,0.87,dicksonmatthew@example.com
5083,01/29/2026,Steven Perez, new york, savings,payment ,ATM,Completed,2609.07,0.0,35527.27,744.0,54,0.54,lbutler@example.com
5084,2025-10-13,  RANDY COMBS  ,New York,Credit,Deposit,ATM,PENDING,8380.5,2.5,14565.28,828.0,30,0.38,yatesrebecca@example.net
5085,2025-08-25,Michael Anderson,Dallas,Loan,payment ,Branch,Pending,11880.14,15.0,6825.79,789.0,26,0.65,prestondaniel@example.org
5086,08/19/2025,Christopher White,DALLAS ,Savings,Payment,mobile ,Pending,12670.32,0.0,25630.64,796.0,68,0.85,nphillips@example.com
5087,2025-12-31,Elaine Navarro,Dallas,CHECKING ,Transfer,ATM,PENDING,679.29,0.0,33979.96,641.0,49,0.62,travis78@example.net
5088,2025-05-16,Ashley Miller,New York,Loan,Transfer,BRANCH,PENDING,11547.34,15.0,19402.69,790.0,47,0.92,antonio66@example
5089,08/05/2025,Steve Hawkins,Chicago,Savings,Payment,Branch,completed ,1281.03,0.0,14003.17,782.0,30,0.81,uhart@example.org
5090,2025-07-24,Larry Davis,New York,Savings,Payment,Mobile,Failed,3387.47,0.0,46575.88,,30,0.22,xmooney@example.org
5091,06/29/2025,  KRISTEN WILSON  ,Atlanta,Checking,Withdrawal,mobile ,PENDING,8243.34,10.0,30639.56,736.0,28,0.76,elizabethespinoza@example.net
5092,2025-06-27,Steven Petersen,Seattle,Savings,payment ,mobile ,PENDING,7742.75,0.0,36067.94,669.0,48,0.1,katherine88@example.com
5093,05/06/2025,Claudia Garcia,Chicago, savings,Deposit,Branch,Completed,5872.04,2.5,2654.95,718.0,44,0.32,iburch@example.org
5094,09/02/2025,  HEATHER BUCKLEY  ,New York,Credit,Fee,ATM,Failed,,10.0,9166.91,757.0,65,0.51,uevans@example.org
5095,2025-04-14,Mrs. Rebekah Perkins,Atlanta, savings,Transfer,BRANCH,completed ,14837.11,5.0,23933.29,538.0,69,0.65,kevinfoster@example.org
5096,05/05/2025,Charles Hale,Chicago,Loan,Payment,BRANCH,Failed,14606.51,2.5,34757.39,708.0,54,0.33,zknight@example.org
5097,2025-09-08,Matthew Fisher, new york,Credit,Transfer,BRANCH,completed ,9049.26,2.5,8748.92,747.0,43,0.48,robin95@example.net
5098,2025-11-14,Francis Ford,New York,Credit,Fee,mobile ,Pending,12021.41,10.0,8419.34,535.0,30,0.82,craigfigueroa@example.net
5099,2025-04-25,James Wyatt,Seattle,CHECKING ,Transfer,Mobile,Failed,,0.0,22474.99,559.0,57,0.22,abigail13@example.net
5100,2025-07-21,Kathryn Tran,Chicago,Credit,payment ,BRANCH,Failed,6707.94,5.0,14636.06,771.0,33,0.2,aaronbell@example.com
5101,2026-02-08,Timothy Chavez,Atlanta,CHECKING ,Deposit,Mobile,Failed,8261.21,0.0,44620.92,600.0,66,0.7,cory30@example.org
5102,09/19/2025,Teresa Kelley,Dallas, savings,Fee,ATM,Completed,5549.44,15.0,49159.09,586.0,60,0.85,wallaceryan@example.com
5103,2025-07-28,  PAMELA SMITH  ,Dallas,Loan,Transfer,ATM,Pending,10209.63,0.0,6852.56,802.0,61,0.6,jcooper@example.org
5104,2025-04-09,Cory Fitzgerald,Dallas,Credit,Fee,BRANCH,PENDING,13426.52,15.0,4403.57,620.0,61,0.91,nrichard@example.org
5105,2025-09-05,Matthew Mcdonald, new york,CHECKING ,Fee,mobile ,Failed,5080.85,5.0,2539.12,534.0,26,0.14,cameronmelanie@example.net
5106,2025-04-04,Lindsay Rodriguez,Chicago,CHECKING ,Payment,BRANCH,Failed,7257.1,15.0,40463.79,727.0,40,0.49,dthornton@example.org
5107,2025-08-10,Jeffrey Griffin,DALLAS ,Loan,Withdrawal,Branch,Failed,11415.96,5.0,28301.74,683.0,36,0.5,mwilliams@example.org
5108,2026-01-31,  BRYAN ADKINS  ,New York, savings,payment ,ATM,completed ,4707.91,15.0,8387.45,783.0,50,0.52,molly51@example.org
5109,2025-07-13,Kayla Velasquez,Chicago, savings,payment ,Mobile,completed ,,0.0,27066.19,575.0,48,0.21,
5110,10/15/2025,  SARAH BARTON  ,Seattle, savings,Transfer,mobile ,completed ,11471.95,0.0,41352.91,839.0,64,0.62,huntchristopher@example.org
5111,2025-11-21,Laura Harris,Chicago, savings,Deposit,mobile ,Failed,703.42,0.0,35822.8,762.0,54,0.49,christopher09@example.org
5112,2025-12-25,Raymond Evans,Atlanta, savings,Fee,ATM,PENDING,7996.79,10.0,28364.75,,22,0.41,hogantheresa@example.com
5113,2026-03-08,Susan Graham,Atlanta, savings,Withdrawal,ATM,completed ,10827.97,5.0,24282.21,788.0,61,0.71,mooreelizabeth@example.org
5114,2025-07-17,  ERIN RICHARDS  ,Chicago,Checking,Transfer,Branch,completed ,10365.24,2.5,25340.07,833.0,51,0.84,millsheidi@example.org
5115,2025-09-23,Ryan Reyes, new york, savings,Payment,Branch,completed ,8205.44,10.0,38713.49,849.0,65,0.32,jonathan11@example.org
5116,2026-02-20,Ethan Hall, new york,Credit,Transfer,Mobile,Failed,5248.33,15.0,36222.39,667.0,28,0.59,osims@example.org
5117,2025-06-22,  PATRICK ALVAREZ  , new york,Loan,payment ,Branch,Completed,3865.25,2.5,11092.35,795.0,38,0.89,lisa12@example.net
5118,2025-12-11,Joseph Brooks,Chicago,Savings,Transfer,ATM,Failed,4971.15,2.5,5476.97,590.0,21,0.92,harmonkimberly@example.net
5119,2025-07-25,  MICHAEL ROMERO  ,DALLAS ,CHECKING ,Deposit,Online,completed ,13621.36,0.0,32788.79,,55,0.73,melissa77@example.net
5120,11/17/2025,Michael Irwin,DALLAS ,Checking,payment ,mobile ,completed ,14432.92,0.0,43898.79,524.0,40,0.58,mmercer@example.net
5121,07/20/2025,Raymond Hull,Atlanta,Credit,Withdrawal,Online,PENDING,12136.99,0.0,8543.47,754.0,62,0.32,adrianellison@example.net
5122,08/28/2025,Amy Davis,New York,Credit,Deposit,ATM,Failed,6027.48,0.0,9646.67,591.0,51,0.38,christinebrown@example.com
5123,2025-05-13,Matthew Salazar,Dallas,CHECKING ,Withdrawal,Branch,Pending,955.31,0.0,23537.05,601.0,46,0.68,scott64@example.com
5124,2025-10-02,Brittany Dunn,Seattle,Loan,Withdrawal,BRANCH,Failed,6838.31,5.0,18994.43,801.0,51,0.74,smithrobert@example.org
5125,07/03/2025,Tristan Miller,Seattle,Savings,Fee,Online,Completed,1705.33,15.0,27608.64,778.0,33,0.59,alison61@example.net
5126,2025-12-24,  EMILY STEWART  , new york,Loan,Withdrawal,Mobile,PENDING,7710.89,2.5,28413.6,806.0,50,0.67,
5127,2025-06-24,Barbara Suarez,Atlanta,Savings,Deposit,Online,Completed,14792.41,2.5,2070.88,729.0,32,0.75,amandaterrell@example.org
5128,2025-08-17,Terrence Vasquez, new york,CHECKING ,payment ,BRANCH,PENDING,,0.0,,698.0,28,0.25,smithwesley@example.org
5129,2025-07-02,Christopher Rogers,New York,Loan,Fee,Branch,Pending,5704.67,0.0,12751.85,697.0,30,0.33,imathis@example
5130,2026-02-12,Alyssa Warner,DALLAS ,Savings,Deposit,BRANCH,PENDING,,2.5,30090.35,544.0,36,0.73,leejames@example.net
5131,2026-03-01,Rebecca Torres,Dallas,Credit,Fee,BRANCH,completed ,8978.82,10.0,41009.93,641.0,40,0.84,paul74@example.org
5132,2025-05-17,  CASEY HARRIS  , new york, savings,Transfer,Branch,completed ,727.09,0.0,47108.53,715.0,54,0.37,iwang@example.net
5133,12/23/2025,Barbara Carter,Chicago,Savings,Fee,Online,PENDING,6204.85,2.5,28085.69,588.0,45,0.31,edwardharris@example.net
5134,04/04/2025,Tim Gutierrez, new york, savings,Deposit,Mobile,completed ,13107.47,0.0,40330.21,820.0,67,0.67,catherineparker@example.com
5135,2025-08-15,Sarah Morrow,DALLAS ,Checking,payment ,BRANCH,completed ,9075.91,0.0,20133.29,642.0,56,0.37,xsmith@example.com
5136,2025-09-22,Edward Thompson,DALLAS ,Credit,Withdrawal,Branch,completed ,5576.31,2.5,2762.91,633.0,68,0.22,floresrichard@example.com
5137,2025-09-30,James Brown,Seattle, savings,payment ,BRANCH,Completed,14153.38,0.0,13237.67,770.0,67,0.65,orodriguez@example.com
5138,05/16/2025,Christian Armstrong, new york, savings,Deposit,BRANCH,PENDING,12590.05,0.0,47286.81,544.0,69,0.11,guerrerochristina@example
5139,2025-08-06,John Yu,Dallas,Loan,payment ,Mobile,Completed,7330.62,0.0,26844.52,730.0,21,0.11,powersconnor@example.org
5140,04/19/2025,Andrea Carter,New York, savings,Withdrawal,BRANCH,Completed,3633.51,5.0,26559.57,701.0,38,0.78,fdominguez@example.com
5141,07/02/2025,Adam Jensen,New York,Savings,Transfer,Branch,Pending,5704.48,5.0,24062.25,846.0,21,0.7,bjohnson@example.net
5142,09/25/2025,Adam Farrell,Atlanta,CHECKING ,Fee,Mobile,Failed,7145.62,0.0,46245.88,663.0,55,0.58,nwilliams@example.org
5143,2025-09-04,David Hall MD,Dallas,Checking,Fee,Mobile,Failed,3626.07,15.0,42547.4,796.0,42,0.43,anna02@example.org
5144,2025-08-15,Gregory Pena,Atlanta, savings,Fee,Mobile,PENDING,14324.0,2.5,48461.57,687.0,22,0.64,austinpineda@example.net
5145,12/01/2025,Shelly Pearson,New York,Credit,Withdrawal,Branch,Completed,10703.8,0.0,13764.62,714.0,66,0.77,rodriguezsamantha@example.org
5146,2025-04-18,Arthur Black, new york,Checking,Transfer,mobile ,Pending,,5.0,25865.82,572.0,22,0.18,nflynn@example.org
5147,04/20/2025,Ann Wood, new york, savings,Fee,BRANCH,completed ,2564.5,2.5,8890.34,657.0,40,0.33,allen82@example.net
5148,2026-01-28,Kevin Perez,Dallas, savings,Fee,ATM,Failed,2953.33,0.0,7206.73,523.0,46,0.38,scottpatton@example.com
5149,2025-03-29,Fred Brown,New York, savings,payment ,mobile ,Pending,3032.75,0.0,9293.04,723.0,41,0.35,kathyrodriguez@example.org
5150,2026-02-12,Brandon Hutchinson,Chicago, savings,Fee,Branch,Failed,2719.41,15.0,27729.91,756.0,66,0.28,robertbanks@example
5151,2025-11-25,Brian Fitzgerald,DALLAS ,CHECKING ,Withdrawal,mobile ,PENDING,10735.66,15.0,19161.05,749.0,59,0.51,antoniomathis@example.org
5152,11/05/2025,Jeffrey Daugherty,New York,CHECKING ,Deposit,Mobile,Failed,1662.81,0.0,33051.28,701.0,31,0.65,angela03@example.com
5153,2026-01-07,Steven Anderson,Atlanta,Checking,Fee,Mobile,Completed,11209.12,5.0,,814.0,35,0.48,johnsimmons@example.net
5154,2025-11-16,Christopher Smith,DALLAS ,CHECKING ,Withdrawal,ATM,Completed,5241.22,0.0,23038.97,625.0,54,0.51,pweiss@example.org
5155,2025-09-17,Catherine Garcia,New York,CHECKING ,Withdrawal,BRANCH,PENDING,13950.59,10.0,12573.69,609.0,56,0.24,michelle48@example.com
5156,2025-12-21,Zachary Burns,New York,Checking,Transfer,ATM,completed ,8893.24,2.5,720.28,629.0,34,0.34,davidbrandon@example.com
5157,2025-07-25,Jeremiah Torres,Dallas, savings,payment ,ATM,Completed,4718.23,2.5,30759.77,820.0,28,0.4,ahobbs@example.net
5158,04/04/2025,Christine Stewart,Seattle,Checking,Payment,Branch,completed ,1776.31,0.0,34825.11,781.0,45,0.46,amarsh@example.org
5159,2025-06-20,Kaitlyn Parker, new york,Credit,Withdrawal,Online,completed ,2826.8,15.0,22824.55,547.0,43,0.91,jonathan33@example.org
5160,2025-09-22,Carl Schmitt,New York,Checking,Deposit,ATM,PENDING,8491.83,15.0,38172.3,669.0,23,0.33,milesnicole@example.net
5161,2025-07-08,Catherine Bell,DALLAS ,Credit,Fee,Mobile,completed ,12343.6,0.0,,745.0,55,0.29,stevensondavid@example.org
5162,2026-01-01,Louis Kirby,Seattle,Savings,Withdrawal,mobile ,Pending,3167.93,10.0,29602.23,699.0,66,0.62,willisjoshua@example.net
5163,04/14/2025,Melissa Stevens,Dallas,Credit,payment ,Branch,Pending,4407.2,5.0,13733.48,783.0,64,0.79,
5164,2025-06-15,Terry Adams, new york,CHECKING ,Payment,ATM,Failed,12431.51,15.0,42256.01,721.0,52,0.22,sbond@example.com
5165,2026-02-25,Brittany Koch,Atlanta,Loan,Transfer,ATM,Failed,4926.16,0.0,43510.93,567.0,67,0.93,teresaallen@example.org
5166,2025-04-01,  DANIEL ROMERO  ,Atlanta,Credit,Payment,Mobile,completed ,,0.0,28524.03,768.0,42,0.86,crawfordryan@example.com
5167,2026-03-15,Charles Davis,Dallas,Checking,payment ,Online,Completed,13643.37,10.0,15442.34,660.0,26,0.66,christina59@example.com
5168,2025-03-29,  ANDREA BARKER  ,Dallas,CHECKING ,Deposit,Online,Completed,41.27,2.5,4357.97,823.0,35,0.54,valerie40@example.org
5169,2025-09-20,  KEVIN RODRIGUEZ  ,Atlanta,CHECKING ,Deposit,ATM,Pending,1570.44,0.0,,590.0,45,0.76,colin87@example.org
5170,11/04/2025,James Douglas,Chicago,CHECKING ,payment ,BRANCH,Completed,2291.83,2.5,30995.76,746.0,34,0.17,kristin16@example.org
5171,10/07/2025,Brandon Floyd,Dallas,Checking,Fee,Online,completed ,9024.96,10.0,30575.86,533.0,63,0.84,ophillips@example.org
5172,05/12/2025,Dustin Singh,DALLAS ,Savings,Withdrawal,Mobile,Completed,7506.25,5.0,4015.09,526.0,44,0.89,pdudley@example.net
5173,2025-09-28,Tiffany Li,Chicago, savings,Deposit,Mobile,Failed,231.56,0.0,2471.43,550.0,46,0.53,ajones@example.com
5174,2025-08-15,Andrea Hall,Dallas,Savings,Fee,Mobile,completed ,13815.85,15.0,8191.17,687.0,46,0.6,orogers@example.net
5175,05/05/2025,  PAUL MITCHELL  ,Chicago,Savings,Transfer,Branch,Failed,9194.14,0.0,15809.86,609.0,28,0.11,schwartzjason@example.org
5176,2025-04-21,Joanne Keith,Dallas,CHECKING ,Deposit,ATM,Pending,11577.17,0.0,17083.05,739.0,38,0.55,qmiller@example.com
5177,11/22/2025,Laurie Cox,DALLAS ,Credit,Deposit,Mobile,PENDING,13416.67,10.0,36277.53,636.0,68,0.53,rubenescobar@example.org
5178,2025-12-15,Jacob Conrad,New York,CHECKING ,payment ,Online,Completed,,0.0,16429.2,733.0,67,0.37,ericamoore@example
5179,05/28/2025,Erin Simpson,DALLAS ,Loan,Payment,Branch,PENDING,11608.57,0.0,16701.4,803.0,50,0.11,christopherlee@example.org
5180,2025-04-10,  ERIC SAUNDERS  ,Dallas,Checking,Withdrawal,mobile ,Pending,120.51,2.5,1683.56,797.0,43,0.64,adkinschristopher@example.com
5181,2025-06-02,Denise Mcdonald,Dallas,Loan,Transfer,BRANCH,completed ,14418.75,0.0,35726.8,567.0,23,0.88,dsanders@example.net
5182,2025-08-03,Bernard Garcia,Dallas,Savings,Fee,Branch,PENDING,8528.12,2.5,33290.97,586.0,36,0.35,ivanfrederick@example.com
5183,2025-05-13,Erin Walters,DALLAS ,Savings,Withdrawal,BRANCH,PENDING,1607.22,2.5,23569.73,728.0,28,0.56,jill64@example.com
5184,05/08/2025,George Powell,Seattle,Savings,Withdrawal,Branch,Completed,12542.97,0.0,7842.03,647.0,43,0.44,aadams@example.net
